,epoch,loss,acc,prec,rec,f1,test_loss
0,0,0.66451031687748,0.5390186125211506,0.5177635410599883,0.3399455092968787,0.4104221369420319,0.7257609842143533
1,1,0.6132698482777699,0.5439142695995488,0.524066361712296,0.3669040676831891,0.4316239316239316,0.7266897666677941
2,2,0.5916013139558126,0.5434404963338973,0.5185325674650483,0.45738731418192247,0.4860444444444445,0.7352592611381674
3,3,0.5796144163034048,0.5420417371686407,0.5161911703456893,0.4739257205678505,0.49415634578484385,0.7385614128167839
4,4,0.5753704467451716,0.5520135363790186,0.5462689163332753,0.30022465465321924,0.38748881828557324,0.716091403713474
5,5,0.5734216854514846,0.5481556683587141,0.5285103122405976,0.3956311839778213,0.45251763162210923,0.7278417281774215
6,6,0.5671953558921814,0.5465313028764806,0.5272052488567831,0.3802399502891831,0.44182171618994726,0.7268494445008117
7,7,0.5649836084928858,0.5472532430908066,0.5253491827637444,0.4224941446393576,0.4683410162666243,0.7316818347396961
8,8,0.5619623828006078,0.5435984207557811,0.5152964094390579,0.5563309593231681,0.5350280408200792,0.7476968696451118
9,9,0.5598374773938972,0.5493513818386915,0.5233372804420762,0.5070025333397065,0.5150404234140183,0.7393390165606962
10,10,0.5579064628445959,0.5348448956570784,0.5065366527160547,0.5611586444242627,0.5324504512676312,0.7536718855688582
11,11,0.553452168063945,0.5383417935702199,0.5115052250803859,0.4866402179628125,0.4987630128597673,0.7434318069083694
12,12,0.5518860940832689,0.5475239706711788,0.5331392230480423,0.33258448448926914,0.40963146120334387,0.7218790866251804
13,13,0.5500370116837053,0.5424703891708967,0.5224707284582486,0.3561971225084843,0.4236016371077762,0.7274933521881765
14,14,0.5479305214192494,0.526136491821771,0.4982427912097218,0.5624492137087137,0.5284027122906283,0.7587240640219156
15,15,0.5432283197899899,0.5269937958262831,0.49891780097157423,0.4958175995411309,0.49736286919831224,0.7514796401515151
16,16,0.5440349268266954,0.5223463056965595,0.4952778718440757,0.6291764256010707,0.554254915996463,0.7686279649170275
17,17,0.5390846964465567,0.5290016920473773,0.5009099933818663,0.5788442235074805,0.5370645497483203,0.7598233133511454
18,18,0.5380918882697462,0.5389058093626622,0.5108097220357191,0.5454806175613021,0.5275761638389348,0.7498011293177309
19,19,0.534458270633077,0.5523293852227862,0.5412647374062165,0.33793795707662155,0.41609039814024656,0.7208308320368867
20,20,0.5349987975086075,0.5320473773265652,0.5046870908614821,0.4606376368242436,0.4816573370651739,0.74533957389182
21,21,0.5333816021321768,0.5422899041173153,0.5148431271397083,0.5247359112853114,0.5197424486317583,0.7465358805690837
22,22,0.5315071796796408,0.5367399887196842,0.5092899323059197,0.5070503322020936,0.5081676646706588,0.7468119039163961
23,23,0.530373393591628,0.5228652002256063,0.49565250552970785,0.6212418144448162,0.5513862079205821,0.768119162467307
24,24,0.5300162296338253,0.5412972363226171,0.5141934551062702,0.5099660628077052,0.5120710343172546,0.7450846882609578
25,25,0.5302341928683132,0.5308516638465877,0.5027873639500929,0.5431862721667224,0.5222066493578109,0.7544320506966992
26,26,0.5285334913845522,0.5276706147772138,0.4996814069070983,0.5622580182591654,0.5291259952318834,0.7589944506448413
27,27,0.5292193153536463,0.5601804850535815,0.5407428571428572,0.4523206347688925,0.49259519533588403,0.7280662723777959
28,28,0.5269733277789082,0.5201579244218838,0.49379413652899634,0.661775249749056,0.5655752772728202,0.7755224715063582
29,29,0.5305294812802809,0.5421771009588269,0.5151092291406024,0.5116868218536399,0.5133923218953074,0.744917524153364
