,epoch,loss,acc,prec,rec,f1,test_loss
0,0,0.7294603987109094,0.7077922077922078,0.7260950030845157,0.6198295672156262,0.6687672718820218,0.7139334275493121
1,1,0.7114987792003722,0.7366142629300524,0.734938545234737,0.6984871696667944,0.7162493863524791,0.7085034784700711
2,2,0.702446393313862,0.734768740031898,0.7454217315144116,0.6722998851014936,0.7069751050922546,0.6989720736578672
3,3,0.6962800171403658,0.7532011847801321,0.7476115433861913,0.7267809268479509,0.7370490848181774,0.6953936874345162
4,4,0.6891832600037257,0.7503531556163135,0.7546802072113659,0.7044235924932976,0.7286863934629194,0.6898790365057853
5,5,0.6842930877492541,0.7555707450444292,0.7566693613581245,0.7169666794331674,0.736283185840708,0.6852736848436362
6,6,0.6789005792566708,0.7566871724766462,0.7635124670899799,0.7080620451934125,0.7347425420402891,0.6801105198985286
7,7,0.6736469148170381,0.7652084757347916,0.7674500884508466,0.7269245499808502,0.7466378187003664,0.6791029059852177
8,8,0.6687685169634365,0.7695602642971064,0.7681967539579807,0.7387016468785905,0.7531605408307708,0.675514243434539
9,9,0.6639420234021687,0.7731601731601732,0.7972914173827913,0.7017905017234776,0.7464989560523502,0.6682806876936043
10,10,0.6593392345876921,0.7803599908863067,0.7811718828117188,0.7480371505170432,0.7642455368060651,0.6683270868685086
11,11,0.6536456626795587,0.7851902483481431,0.7842543903164997,0.756846036001532,0.770306485406617,0.6669480571246356
12,12,0.6477113064555895,0.7853725222146275,0.7782954766064841,0.7677135197242436,0.7729682830425142,0.66460816853248
13,13,0.6427125746295566,0.7903167008430166,0.7801217816560387,0.7789639984680199,0.7795424601748713,0.6619954011878189
14,14,0.6366468259976024,0.7991797676008202,0.802940586109996,0.7660379165070854,0.7840552724421795,0.656648641425041
15,15,0.631425372901417,0.8045340624287993,0.8280125779459575,0.7437763309076982,0.783637234874278,0.6507615959679073
16,16,0.626848174347764,0.8144907723855093,0.8163093110978757,0.7873898889314439,0.801588848815674,0.6505665681800064
17,17,0.6209361595766885,0.8023467760309866,0.8670433371401094,0.6905878973573344,0.7688207861425717,0.6442294106886616
18,18,0.6155352819533575,0.8282524493050809,0.8474752732951588,0.7793948678667177,0.812010574093471,0.6437335222872631
19,19,0.6116959140414283,0.8205513784461153,0.8701217430879509,0.7322386058981233,0.7952477512608538,0.6399204710134612
20,20,0.6066652777649107,0.8342219184324448,0.8584746655430318,0.7803044810417464,0.8175252043938406,0.6372611265488338
21,21,0.6033219191290083,0.8310321257689679,0.8692577568249096,0.7591440061279203,0.8104778941988244,0.634128314760614
22,22,0.5978175178170204,0.843609022556391,0.8596635207221994,0.8023745691306013,0.8300316957210776,0.6323350733987791
23,23,0.5949534599979719,0.8419685577580315,0.8704726500265534,0.7847089237839908,0.8253688503952867,0.6291316174209639
24,24,0.590005449950695,0.8467076782866256,0.8743654822335025,0.791650708540789,0.8309547738693467,0.6288074460043503
25,25,0.5859846795598666,0.85103668261563,0.8779498525073747,0.7979222520107239,0.8360252808988764,0.6270477028004282
26,26,0.5831536753546624,0.8547049441786284,0.8651300890745307,0.8230084258904634,0.8435437572069973,0.62515076395374
27,27,0.5794655489070075,0.8542492595124174,0.86459014743622,0.8225775564917656,0.8430607688722063,0.62272257012459
28,28,0.576021821016357,0.8571884256094783,0.8339424394700776,0.873946763692072,0.8534760858385151,0.6274049275122996
29,29,0.5730875216069675,0.8561175666438824,0.8858353190362722,0.8008904634239755,0.8412239458929425,0.6176884598356642
30,30,0.5699732892570042,0.8631806789701526,0.8837209302325582,0.8204710838759096,0.8509222710459026,0.6166992632362654
31,31,0.5669470170424098,0.8643882433356117,0.8678817733990147,0.8434507851397932,0.8554918908419928,0.6172586335385158
32,32,0.5648289124170939,0.8668717247664616,0.8891417929750143,0.8228648027575641,0.8547204057783635,0.6127002148864568
33,33,0.5617633241982687,0.8703804966962861,0.8841041192822846,0.8374186135580237,0.8601283406682566,0.6138240714114886
34,34,0.5592380091547966,0.8658236500341764,0.9050937179279426,0.802183071620069,0.8505367884063856,0.6100950102069288
35,35,0.5580860149292719,0.8579403053087263,0.9259345386896111,0.7624952125622367,0.8363044448528446,0.6081194196428571
36,36,0.5559982483585676,0.8767828662565504,0.892216479173001,0.8429241669858292,0.8668701688740091,0.6076081389935997
