,epoch,loss,acc,prec,rec,f1,test_loss
0,0,0.7301531107652754,0.7069358366751731,0.726492832148098,0.6162389888931444,0.666839351396156,0.7134647647423925
1,1,0.7102335655973071,0.730678089682829,0.7343636927530239,0.6801512830333206,0.7062186210667595,0.7091333595031204
2,2,0.7024315435971532,0.729743893547211,0.7434597335347106,0.6598525469168901,0.6991655464529384,0.6980322568131605
3,3,0.6947787375677199,0.7333211811884798,0.7484041977712864,0.6623420145538108,0.7027480062985727,0.6932929570056259
4,4,0.6888698481378102,0.75416970470288,0.7520339406039431,0.7213232477977787,0.7363585269897124,0.6928393750427068
5,5,0.6830701058109602,0.7462176449143274,0.7590329436769394,0.6838854844887017,0.7195023672811525,0.6850977416636297
6,6,0.6785805214728627,0.7469923441487423,0.7750787224471435,0.6599004212945232,0.7128671907323127,0.6781222952350583
7,7,0.6727162180911928,0.7625546846518411,0.7816586836015285,0.6953274607430103,0.7359700017735438,0.6747773729329901
8,8,0.6685277028452783,0.7734460444768502,0.788253884645773,0.7164400612792033,0.7506332606024126,0.6721175391194424
9,9,0.6633120839084897,0.7820133065986147,0.7944037031258127,0.7312332439678284,0.7615106568615231,0.668983481715789
10,10,0.6578810701058024,0.786615931461903,0.7931911861991756,0.7462179241669858,0.7689878882064185,0.667363959220686
11,11,0.6531337258361635,0.789327378782355,0.7878263449367089,0.7627824588280352,0.7751021599532983,0.6656578219666773
12,12,0.6485573560709045,0.7892134524243529,0.8257656346229214,0.7060991957104558,0.7612583550543239,0.657975933642151
13,13,0.6426657746945109,0.7985781990521327,0.7953520298097666,0.7766181539639985,0.7858734618738494,0.6642217163441828
14,14,0.6375450605437869,0.7975756471017135,0.8313825088339223,0.7208923783990808,0.7722051282051282,0.6543689872363566
15,15,0.6319436870870137,0.8061656944950784,0.8182612719140404,0.7619685944082727,0.789112273482238,0.6519915077498634
16,16,0.6268001518079213,0.8114518775063799,0.8129932006551194,0.7842301800076599,0.7983527060945,0.6525834419984512
17,17,0.6215910138118834,0.8209989063069631,0.8196624803767661,0.7998851014936805,0.8096530335336305,0.6493600561736972
18,18,0.6166192055458114,0.8251458257382428,0.8613541894552614,0.7539735733435465,0.8040947615643828,0.642095582478248
19,19,0.6105484416087469,0.8307054320087496,0.8370904718966036,0.7999808502489467,0.8181150550795594,0.642936862244898
20,20,0.606835873354049,0.8197229310973386,0.886881335718545,0.7120356185369591,0.7898985607307876,0.6358058028596483
21,21,0.6020549684762955,0.8417790740065622,0.8414968652037618,0.8224818077364994,0.831880689521596,0.6380017783829491
22,22,0.5977859287744477,0.8343510754648196,0.8808165548098434,0.7539735733435465,0.8124742055303343,0.6302487120336416
23,23,0.5925338349881626,0.8295433831571273,0.89107986698559,0.7312332439678284,0.803281706066423,0.62750244140625
24,24,0.5897697930534681,0.8447867298578199,0.8406253024876585,0.8315300651091536,0.8360529482551143,0.632421688157685
25,25,0.5850666378225599,0.8503235508567262,0.8581719945970284,0.821237073918039,0.8392983829537393,0.6280781826542001
26,26,0.5816302948764392,0.8508248268319358,0.8680765874441764,0.809603600153198,0.8378211003492779,0.6249815381998224
27,27,0.5778539634886242,0.8436702515493985,0.9083551673944688,0.7468881654538491,0.8197462102304075,0.6208678932301157
28,28,0.5751296061845053,0.8518045935107547,0.8295756575932545,0.8666698582918422,0.8477171622570826,0.6300743703591928
29,29,0.5711204416695095,0.8584123222748815,0.8639023906358496,0.833875909613175,0.8486236297198538,0.6210262643352542
30,30,0.5690484983580453,0.8575464819540649,0.8969838342193772,0.7916028341631559,0.8410050353491684,0.6161678303087418
31,31,0.565313577297188,0.8611921254101349,0.8822860686233981,0.8174071237073918,0.8486083499005964,0.6155692231203307
32,32,0.5638659358734176,0.8435563251913962,0.9353576751117735,0.7211317502872463,0.8143923010380623,0.6131893858617666
33,33,0.5609971387755304,0.8673897192854538,0.8805050505050505,0.8346418996553044,0.8569602831301613,0.6133764061218796
34,34,0.558701458076636,0.8666833758658403,0.8587584100777783,0.8615951742627346,0.8601744533397061,0.615972357658186
35,35,0.5562287980601901,0.8546527524608093,0.9343231754774591,0.7471275373420145,0.8303051262270225,0.6092807336034302
36,36,0.5554792338183948,0.8718100619759388,0.8854819155384926,0.8391899655304481,0.8617146789892832,0.6093041333790771
37,37,0.5539578476122448,0.8758430550492162,0.8837683320904798,0.8510628111834546,0.8671072848328171,0.6074014558041408
38,38,0.5515336821831408,0.8747721472839957,0.8890405419067839,0.8419666794331674,0.864863535775756,0.6065569730263757
39,39,0.5506804904767445,0.8777342325920525,0.8834486166007905,0.856041746457296,0.8695292744602218,0.605768276025533
40,40,0.5492002605682328,0.8726531170251549,0.9177999890764105,0.8044810417464573,0.8574125570834502,0.6022515922524143
41,41,0.5469738127929824,0.8760253372220197,0.9092354156731839,0.8215243201838376,0.863157365257413,0.6016952470162172
42,42,0.546641522042808,0.8770734597156398,0.9205711493566426,0.8117579471466871,0.8627470933930343,0.6001085108987791
43,43,0.5446887142246678,0.8801950419248997,0.9058475280432073,0.8350727690540023,0.8690215225189318,0.6008690925798332
44,44,0.5439357482606456,0.8810836675173168,0.902326297951009,0.8412006893910379,0.8706920046579619,0.600040535885113
45,45,0.5428885618845621,0.8785545023696683,0.8690928069842475,0.8769149751053237,0.8729863692688972,0.6039598648471666
46,46,0.541448179100241,0.8836811884797667,0.8694695444543283,0.8890750670241286,0.8791630174923664,0.6029087878524736
47,47,0.5406286102675256,0.8726759022967554,0.931423415294383,0.7906932209881271,0.8553081305023303,0.5970205857524371
48,48,0.5407736663307462,0.8793292016040831,0.8623013291198067,0.8883090769819992,0.8751120124510683,0.603896961267766
49,49,0.5397473673025767,0.8837723295661685,0.8926919058753295,0.8590578322481808,0.8755519773597794,0.5976255544768131
50,50,0.5389490329793521,0.871149289099526,0.9429485315498691,0.7762351589429337,0.8515085471207625,0.5954183239283437
