,0.0.precision,0.0.recall,0.0.f1-score,0.0.support,1.0.precision,1.0.recall,1.0.f1-score,1.0.support,accuracy,macro_avg.precision,macro_avg.recall,macro_avg.f1-score,macro_avg.support,weighted_avg.precision,weighted_avg.recall,weighted_avg.f1-score,weighted_avg.support
90,0.8692668091402269,0.9194487915145192,0.8936538786547237,23004.0,0.9052658486707567,0.8477116047491383,0.8755439082278481,20888.0,0.8853093957896655,0.8872663289054918,0.8835801981318288,0.8845988934412858,43892.0,0.886398585721693,0.8853093957896655,0.8850354274044598,43892.0
91,0.8747094953519257,0.9162319596591897,0.8949893842887473,23004.0,0.9026571024449384,0.855467253925699,0.8784288663848195,20888.0,0.8873143169598104,0.888683298898432,0.8858496067924444,0.8867091253367834,43892.0,0.8880096324374731,0.8873143169598104,0.8871083103350145,43892.0
92,0.8664174859835866,0.9270561641453661,0.8957117056575244,23004.0,0.9129577757028737,0.8425890463423975,0.876363093163372,20888.0,0.8868586530575048,0.8896876308432302,0.8848226052438818,0.8860373994104482,43892.0,0.8885657948247528,0.8868586530575048,0.8865037903705052,43892.0
93,0.8252580221429912,0.9558772387410885,0.8857781627021692,23004.0,0.9411491853655708,0.7770968977403294,0.8512914645338927,20888.0,0.8707965005012303,0.883203603754281,0.866487068240709,0.868534813618031,43892.0,0.8804100912533813,0.8707965005012303,0.8693661023873293,43892.0
94,0.8626495347806823,0.9310119979134064,0.8955280048504108,23004.0,0.9167584579071597,0.8367483722711605,0.8749280404475258,20888.0,0.886152374008931,0.889703996343921,0.8838801850922835,0.8852280226489684,43892.0,0.8883997212899747,0.886152374008931,0.885724576971812,43892.0
95,0.804897428488876,0.9687880368631543,0.8792708908703543,23004.0,0.9556899530980005,0.7413826120260436,0.835004852798447,20888.0,0.8605668458944682,0.8802936907934382,0.855085324444599,0.8571378718344007,43892.0,0.876658894223757,0.8605668458944682,0.858204887880151,43892.0
96,0.9178490351872872,0.8436358894105372,0.8791791247621636,23004.0,0.8418762088974855,0.9168422060513214,0.8777614813456779,20888.0,0.8784744372550807,0.8798626220423864,0.8802390477309293,0.8784703030539207,43892.0,0.881693918183246,0.8784744372550807,0.8785044748103832,43892.0
97,0.9185409457900807,0.8308555033907147,0.8725006847439057,23004.0,0.8314416912146941,0.9188529299119111,0.8729646138451742,20888.0,0.8727330720860293,0.8749913185023874,0.8748542166513129,0.87273264929454,43892.0,0.8770908129738346,0.8727330720860293,0.8727214664596465,43892.0
98,0.8913623837409577,0.899886976178056,0.8956043956043956,23004.0,0.888571705051287,0.879212945231712,0.8838675522186928,20888.0,0.8900483003736444,0.8899670443961223,0.889549960704884,0.8897359739115442,43892.0,0.8900343126466845,0.8900483003736444,0.890018886066426,43892.0
99,0.8569499602859412,0.9380107807337854,0.8956500083015109,23004.0,0.9237922188969645,0.8275564917656071,0.873030303030303,20888.0,0.8854460949603572,0.8903710895914528,0.8827836362496962,0.884340155665907,43892.0,0.8887598823188188,0.8854460949603572,0.8848853950757525,43892.0
